1417,﻿Cula Cuțui,Stronghold Cutui,Broșteni, Mehedinţi,﻿ФЕОДАЛНО ИМЕНИЕ КУЦУЙ,Броșтени, Мехединţи,44.760204,22.980387
2651,Țevile în punctul de reper Planinitsa,Pipes in the landmark Planinitsa,Bologradchik, Vidin,Тръбите в ориентира Планиница,Болоградчик, Видин,44.08946,23.026876
2652,Cercul- Fenomen Sat Varbovo,Circle - Phenomenon Village Varbovo,Varbovo, Vidin,Сб явление Cercul- Върбово,Варбово, Видин,43.553856,22.652966
2653,Punctul de reper protejat Chuprenski buki,The protected landmark Chuprenski buki,Vidin, Vidin,В забележителност защитени Chuprenski буки,Видин, Видин,43.993332,22.877762
2654,Vârful Midzhur,Peak Midzhur,Vidin, Vidin,Връх Миджур,Видин, Видин,43.981335,22.882761
2655,Complexul Stakevskite Kashti,Complex Stakevskite Kashti,Belogradchik, Vidin,Комплекс Стакевските къща,Белоградчик, Видин,43.634197,22.684515
2656,Berchinata Kashta,Berchinata Kashta,Belogradchik, Vidin,Берчината къща,Белоградчик, Видин,43.6172,22.679516
2657,Aninata Kashta,Aninata Kashta,Belogradchik, Vidin,Анина Къща,Белоградчик, Видин,43.634197,22.681517
2658,Marinata Kashta,Marinata Kashta,Belogradchik, Vidin,марината къща,Белоградчик, Видин,43.6152,22.693516
2659,Crama Magura,Winery Magura,Rabisha, Vidin,Изба Магура,Рабиша, Видин,43.707863,22.599789
2660,Centrul pentru Vizitatori,Visitor Center,Belogradchik, Vidin,Посетителски център,Белоградчик, Видин,43.6222,22.693516
2124,Vârful Kom (2016 m),Kom Peak (2016 m),Berkovitsa, Montana,връх Ком (2016 m),Берковитса, Монтана,43.23939,23.12825
2125,Cascada Chiprovtsi,Chiprovtsi Waterfall,Chiprovtsi, Montana,Чипровци водопад,Цхипровтси, Монтана,43.415703,22.889633
2126,Parcul Varshets,Varshets Park,Vartshets, Montana,Парк Вършец,Вартшетс, Монтана,43.189472,23.288317
2127,Lemnul vieții,The wood of life,Varshets, Montana,живота дърво,Варшетс, Монтана,43.188473,23.285316
2128,Parcul Grădina Însorită,Park Sunny Garden,Varshets, Montana,Парк Sunny Garden,Варшетс, Монтана,43.194473,23.282316
2129,Zona Cascadele Haidushki,The Waterfalls Haidushki,Berkovitsa, Montana,В Водопади Хайдушки,Берковитса, Монтана,43.241394,23.11525
2130,Vârful Todoroni Kukli,Todoroni Kukli Peak,Varshets, Montana,Todoroni избие кукли,Варшетс, Монтана,43.194473,23.283316
2131,Bulevardul Romantic cu Platani,Romantic Avenue with Platani,Varshets, Montana,Романтична Avenue Platani,Варшетс, Монтана,43.199474,23.285316
2132,Crama Lopushna,Cellar Lopushna,Georgi Damyanovo, Montana,изба Лопушна,Георги Дамыаново, Монтана,43.385727,23.030165
2133,Insula Tsibar - Rezervația Ibisha,Tsibar Island - Ibisha Reserve,Tsibar, Montana,Цибър Island - Резерв Ибиш,Тсибар, Монтана,44.300465,24.465822
2134,Rezervația Gorna Koriya,Reserve Gorna Koriya,Berkovitsa, Montana,Резервен Горна Кория,Берковитса, Монтана,43.228394,23.116251
2135,Peștera Mishin Kamyk,Cave Mishin Kamyk,Chiprovtsi, Montana,Пещера Мишин Камък,Цхипровтси, Монтана,43.415703,22.904633
2136,Piața cu fântâni Zheravitsa,Square with fountains Zheravitsa,Montana, Montana,Квадратни фонтани Жеравица,Монтана, Монтана,43.43562,23.196678
2137,Fântâna Vindecătoare,Healing Fountain,Balyuvitsa, Montana,Изцеление Fountain,Балыувитса, Монтана,43.29696,23.204407
2138,Peștera Groapa Parasinska,Cave Pit Parasinska,Belimel, Montana,Hole Cave Parasinska,Белимел, Монтана,43.43353,22.974443
2139,Peștera Gaura Toshova,Cave Hole Toshova,Varshets, Montana,Гаура Toshova,Варшетс, Монтана,43.193474,23.287317
2140,Festivalul de Rock Berkstok,Rock Festival Berkstok,Berkovitsa, Montana,Рок фестивал Berkstok,Берковитса, Монтана,43.243393,23.11525
2141,Adunarea folclorică Ashiklar cântă și dansează,Folk Assembly Ashiklar sing and dance,Berkovitsa, Montana,Фолк събрание Ашиклар пее и танцува,Берковитса, Монтана,43.23239,23.119251
2142,Festivalul Brevetul pentru pantofi de piele,Festival Leather Shoes Patent,Berkovitsa, Montana,Фестивал Лачените обувки,Берковитса, Монтана,43.228394,23.126251
2143,Sărbătoarea Montana,Official Celebration of Monatna,Montana, Montana,пир Монтана,Монтана, Монтана,43.44362,23.199678
2144,Sărbătoarea Muntelui Berkovska,Feast of Mount Berkovska,Berkovitsa, Montana,Празник на връх Берковска,Берковитса, Монтана,43.23239,23.13425
2145,Sărbătoarea Berkovitsa,Official Celebration of Berkovitsa,Berkovitsa, Montana,пир Берковица,Берковитса, Монтана,43.227394,23.13125
2146,Sărbătoarea Lom,Official Celebration of Lom,Lom, Montana,пир Лом,Лом, Монтана,43.82168,23.239502
2147,Adunarea Motocicliștilor în Lom,Motorcyclists Assembly in Lom,Lom, Montana,Мотористите събрание в Лом,Лом, Монтана,43.80868,23.251501
2148,Sărbătoarea Varshets,Official Celebration of Varshets,Varshets, Montana,пир Вършец,Варшетс, Монтана,43.189472,23.286316
2735,Peștera Ledenika,Cave Ledenika,Vratsa, Vratsa,Пещерата Леденика,Вратса, Вратса,43.20685,23.541784
2736,Hijata în Vratsa,Hijata in Vratsa,Vratsa, Vratsa,Хижата във Враца,Вратса, Вратса,43.19485,23.554785
2737,Parcul de distracții Prikazkata,Amusement Park Prikazkata,Vratsa, Vratsa,Увеселителен парк Приказката,Вратса, Вратса,43.19685,23.543785
2738,Parcul de distracții Ledenika,Amusement Park Ledenika,Vratsa, Vratsa,Увеселителен парк Леденика,Вратса, Вратса,43.21285,23.543785
2739,Complexul Hotelier Hushove,Hotel Complex Hushove,Vratsa, Vratsa,Хотелски комплекс Хъшове,Вратса, Вратса,43.19985,23.555784
2740,Complexul Oaza,Complex Oaza,Vratsa, Vratsa,Комплекс Оазис,Вратса, Вратса,43.20685,23.552784
2741,Parcul Dabnika,Park Dabnik,Vratsa, Vratsa,Парк Дъбник,Вратса, Вратса,43.20385,23.543785
2742,Vasul Radetzky,Ship Radetzky,Kozloduy, Vratsa,Корабът Радецки,Козлодуы, Вратса,43.795513,23.72083
2743,Cărarea prin pădurea Povestea cu zâne,The path through the woods Fairy tale,Vratsa, Vratsa,Пътят през гората приказката,Вратса, Вратса,43.19485,23.538784
2744,Marșul Turiștilor Po patya na Botevata cheta,Tourists March Po patya na Botevata cheta,Vratsa, Vratsa,Туристите поход По Na Пати чета Ботев,Вратса, Вратса,43.20585,23.538784
2745,Cascada Skaklya,Waterfall Skaklya,Vratsa, Vratsa,Водопад Скакля,Вратса, Вратса,43.20685,23.551785
2746,Parcul natural Vrachanski Balkan,Natural Park Vrachanski Balkan,Vratsa, Vratsa,Природен парк Врачански Балкан,Вратса, Вратса,43.19885,23.543785
2747,Bozhiyat most,Bozhiyat most,Vratsa, Vratsa,Bozhiyat най-,Вратса, Вратса,43.20385,23.546783
2748,Rashov Dol,Rashov Dol,Vratsa, Vratsa,Рашов дол,Вратса, Вратса,43.20185,23.545784
2749,Reperul Ritlite,Landmark Ritlite,Vratsa, Vratsa,Лендмарк Ritli,Вратса, Вратса,43.21385,23.557785
2750,Stâncile Lakatnishki,Cliffs Lakatnishki,Vratsa, Vratsa,Cliffs Лакатнишки,Вратса, Вратса,43.21185,23.552784
2751,Complexul Dyado Yotso,Complex Dyado Yotso,Ochin Dol, Vratsa,Комплекс Дядо Йоцо,Очин Дол, Вратса,44.302464,24.45082
2752,Peștera Ponora,Cave Ponora,Chiren, Vratsa,Пещерата Понор,Цхирен, Вратса,43.33046,23.579891
2753,Parcul de distracții Srednovekovie,Amusement Park Srednovekovie,Vrachanski Balkan, Vratsa,Увеселителен парк Srednovekovie,Врачански Балкан, Вратса,43.17885,23.461458
2754,Traseul Istoric Vratitsa Antică și Medievală,History Trail Ancient and Medieval Vratitsa,Gradishte, Vratsa,История на маршрут Антична и Средновековна Вратица,Градище, Вратса,44.09525,23.61627
2755,Traseul Tematic Carstic și Biodiversitate Pestera Vratsa-Ledenika,Thematic Route Karst and Biodiversity Vratsa-Ledenika Cave,Vrachanski Balkan, Vratsa,Тема маршрут Карст и биоразнообразие Враца Пещерата Леденика-,Врачански Балкан, Вратса,43.198494,23.546225
2757,Eco-Traseul Belite Skali,Eco-Route Belite Skali,Lyutibrod, Vratsa,Eco-Route Белите скали,Лыутиброд, Вратса,43.10539,23.629229
2759,Traseul Tematic Vulturul Griffon,Thematic Route Griffon Vulture,Vrachanksi Balkan, Vratsa,Тема маршрут белоглав лешояд,Врачанкси Балкан, Вратса,43.298496,23.546225
2760,Cetatea Stânca,Fortress 'Rock',Oryahovo, Vratsa,Крепостта Rock,Орыахово, Вратса,43.73789,23.954388
2240,Parcul Natural Persina,Persina Nature Park,Nikopol, Pleven,Природен парк Персина,Никопол, Плевен,43.71564,24.905436
2241,Zona Protejată Kaylaka,Protected Area Kaylaka,Pleven, Pleven,Защитена местност Кайлъка,Плевен, Плевен,43.41724,24.627304
2242,Eco-traseul Reselets,Eco Route Reselets,Resselets, Pleven,Реселец Eco-маршрут,Ресселетс, Плевен,43.41704,24.606686
2243,Canionul Karst Chernelka,Canyon Karst Chernelka,Gortalovo, Pleven,Карстов каньон Чернелка,Горталово, Плевен,43.31906,24.561539
2244,Propadaloto (Depresiunea),Propadaloto (Depression),Resselets, Pleven,Пропадалото (депресия),Ресселетс, Плевен,43.408043,24.607685
2245,Castelul Resselets Chalet,Resselets Chalet Castle,Resselets, Pleven,Castle Chalet Resselets,Ресселетс, Плевен,43.414043,24.597685
2247,Barajul Lacului Ruptsi,Ruptsi Lake Dam,Ruptsi, Pleven,Езеро Язовир Рупци,Руптси, Плевен,43.27237,24.144573
2248,Formațiunea Stâncoasă Kamarata,Rocky Formation Kamarata,Breste, Pleven,Скални образувания Камара,Бресте, Плевен,43.26009,24.002258
2249,Cascada Skoka,Waterfall Skoka,Breste, Pleven,водопад скок,Бресте, Плевен,43.26109,24.00426
2250,Muzeul Vinului,Wine Museum,Pleven, Pleven,Музей Вино,Плевен, Плевен,43.41124,24.616304
2251,Fântânile Plevna,Pleven Wells,Pleven, Pleven,фонтани Плевен,Плевен, Плевен,43.405243,24.616304
2252,Piața Renașterii,Renaissance Square,Pleven, Pleven,Square Ренесанс,Плевен, Плевен,43.41024,24.620304
2253,Grădina zoologică Kayluka,Zoo Kayluka,Kayluka, Pleven,Зоопарк Кайлъка,Каылука, Плевен,43.393986,24.635126
2254,Călăria,Horseback Riding,Riben, Pleven,езда,Рибен, Плевен,43.52763,24.630486
2255,Eco-Traseul Chernelka,Eco-Route Chernelka,Gortalovo, Pleven,Eco-Route Чернелка,Горталово, Плевен,43.32806,24.562538
2256,Barajul Totleben,Dam Totleben,Totleben, Pleven,язовир Тотлебен,Тотлебен, Плевен,43.43926,24.911024
2258,Barajul Telish,Dam Telish,Dolni Dubnik, Pleven,язовир Telisha,Долни Дубник, Плевен,43.40881,24.442633
2259,Grădina Zoologică Gergana,Zoo Gergana,Kneja, Pleven,Zoo Гергана,Кнея, Плевен,43.497986,24.08117
2260,Păpușile Reseleshki,Reseleshki Puppets,Reselets, Pleven,кукли Реселешки,Реселетс, Плевен,43.242687,24.035532
2261,Canionul Ruchene,Canyon Ruchene,Reselets, Pleven,Canyon Ruchene,Реселетс, Плевен,43.251686,24.027533
2262,Piramidele de Piatră Chuklite,Stone Pyramids Chuklite,Kameno, Pleven,Земни пирамиди Чуклите,Камено, Плевен,43.42704,24.612686
2476,Parcul Câmpul lui Mara,Mara's Field Park,Veliko Tarnovo, Veliko Tarnovo,Парк Марно поле,Велико Тарново, Велико Тарново,43.079624,25.629639
2478,Podul lui Stambolov,Stambolov's Bridge,Veliko Tarnovo, Veliko Tarnovo,Стамболов мост,Велико Тарново, Велико Тарново,43.081776,25.634975
2481,Galeria de Arta Boris Denev,Boris Denev Art Gallery,Veliko Tarnovo, Veliko Tarnovo,Художествена галерия Борис Денев,Велико Тарново, Велико Тарново,43.081875,25.63632
2482,Casa cu Maimuțică,House with Monkey,Veliko Tarnovo, Veliko Tarnovo,Къщата с Маймунката,Велико Тарново, Велико Тарново,43.085026,25.63466
2487,Cascada Kartala,Waterfall Kartala,Veliko Tarnovo, Veliko Tarnovo,Карталските водопади,Велико Тарново, Велико Тарново,43.096806,25.619389
2492,Tsarevgrad Tărnov (Muzeul Figurinelor de Ceară),Tsarevgrad Tarnovita (Wax Figurines Museum),Veliko Tarnovo, Veliko Tarnovo,Царевград Търнов (музей на восъчните фигури),Велико Тарново, Велико Тарново,43.08142,25.64198
2494,Mânăstirea Fecioara Maria,Virgin Mary Monastery,Arbanasi, Veliko Tarnovo,Арбанашки манастир Света Богородица,Арбанаси, Велико Тарново,43.096672,25.656977
2501,Muntele Athos (Dealul),Mount Athos (Hill),Veliko Tarnovo, Veliko Tarnovo,Света гора (хълм),Велико Тарново, Велико Тарново,43.071114,25.620274
2507,Localitatea Dealul Ciorii (Garga),Ciorii Hill Settlement (Garga),Veliko Tarnovo, Veliko Tarnovo,Местност Гарга баир,Велико Тарново, Велико Тарново,43.093445,25.649
2508,Stânca Ascultă-Cocoș (Chuypetel),Listen-Rooster Rock (Chuypetel),Gorna Oryahovitsa, Veliko Tarnovo,Скала Чуйпетел,Горна Орыаховитса, Велико Тарново,43.110554,25.631945
2509,Izvorul Cascada Veche,Old Waterfall Spring,Veliko Tarnovo, Veliko Tarnovo,Извор Стария водопад,Велико Тарново, Велико Тарново,43.085194,25.66225
2517,Ksilifor (Localitate),Ksilifor (Locality),Veliko Tarnovo, Veliko Tarnovo,Ксилифор (местност),Велико Тарново, Велико Тарново,43.084206,25.671553
2518,Gaura Călugărului (Peștera),Monk's Hole (The Cave),Arbanasi, Veliko Tarnovo,Калугерска дупка (пещера),Арбанаси, Велико Тарново,43.09275,25.67339
2519,Barajul Arcul Întunecat,Dark Arch Dam,Debelets, Veliko Tarnovo,Язовир Тъмни лък,Дебелетс, Велико Тарново,43.02261,25.607721
2523,Piatra Eco,Eco Stone,Gorna Oryahovitsa, Veliko Tarnovo,Екопътека Камъкът на Горна Оряховица,Горна Орыаховитса, Велико Тарново,43.123306,25.665638
2524,Fântâna Apa de Mărgăritar,Fountain Lilly Water,Pushevo, Veliko Tarnovo,Чешма Бисерна вода,Пушево, Велико Тарново,43.068554,25.479084
2525,Barajul Darovets,Borovets Dam,Debelets, Veliko Tarnovo,Язовир Даровец,Дебелетс, Велико Тарново,43.014668,25.658777
2531,Barajul Plakovo,Dam Plakovo,Plakovo, Veliko Tarnovo,Язовир Плаково,Плаково, Велико Тарново,42.987694,25.678806
2533,Cascada de Hotnitsa (Kaya Bunar),Waterfall Hotnitsa (Kaya Bunar),Hotnitsa, Veliko Tarnovo,Хотнишки водопад (Кая Бунар),Хотнитса, Велико Тарново,43.1248,25.416967
2535,Cascada din Kapinovo,Waterfall Kapinovo,Velchevo, Veliko Tarnovo,Къпиновски водопад,Велчево, Велико Тарново,43.009857,25.681746
2536,Eco-Aleea din Hotnitsa,Eco-Alley in Hotnitsa,Hotnitsa, Veliko Tarnovo,Хотнишка екопътека,Хотнитса, Велико Тарново,43.210964,25.56808
2542,Barajul Blatsi,Dam Blatsi,Nikyup, Veliko Tarnovo,Язовир Блатци,Никыуп, Велико Тарново,43.222027,25.6105
2543,Cactuși Sălbatici,Wild Cactus,Pushevo, Veliko Tarnovo,Диви кактуси,Пушево, Велико Тарново,43.069836,25.405237
2544,Peștera din Musina,Cave of Musina,Musina, Veliko Tarnovo,Мусинска пещера,Мусина, Велико Тарново,43.15089,25.427555
2545,Eco-Alee De la Diskoduratera până în Prezent,Eco-Lane From Diskoduratera to Present,Gostilitsa, Veliko Tarnovo,Екопътека От Дискодуратера до наши дни,Гостилитса, Велико Тарново,43.014946,25.382166
2546,Canionul Emen,Emen Canyon,Emen, Veliko Tarnovo,Еменски каньон,Емен, Велико Тарново,43.146214,25.316925
2550,Barajul Yovkovtsi,Dam Yovkovtsi,Elena, Veliko Tarnovo,Язовир Йовковци,Елена, Велико Тарново,42.926903,25.714386
2555,Cascada din Zarapovo,Waterfall in Zarapovo,Vishograd, Veliko Tarnovo,Зараповски водопад,Вишоград, Велико Тарново,43.150776,25.328222
2556,Piatra Rayuv (Eco-Alee),Stone Rayuv (Eco-Alley),Elena, Veliko Tarnovo,Раюв камък (екопътека),Елена, Велико Тарново,42.893196,25.842083
2557,Zooparc,Zooparc,Pavlikeni, Veliko Tarnovo,Зоопарк Павликени,Павликени, Велико Тарново,43.232517,25.302467
2559,Copacul Elefant,Elephant Tree,Bagalevtsi, Veliko Tarnovo,Дърво Слона,Багалевтси, Велико Тарново,42.894444,25.803055
2560,Parcul Peisajistic Mica Bulgaria,Park Landscape Little Bulgaria,Veliko Tarnovo, Veliko Tarnovo,Ландшафтен парк Малка България,Велико Тарново, Велико Тарново,43.153,26.040638
2561,Cascada din Hristovtsi,Waterfall in Hristovtsi,Ruhovți, Veliko Tarnovo,Христовски водопад,Руховțи, Велико Тарново,42.901806,25.921473
2575,Cele Cinci Case Razsukanov (ale lui Hadzhi Dimitrov),The Five Razsukanov Houses (of Hadzhi Dimitrov),Elena, Veliko Tarnovo,Петте Разсуканови (Хаджидимитрови) къщи,Елена, Велико Тарново,42.93111,25.877445
2293,Cabana Alpinistului,Alpinist Cabin,Basarabovo, Ruse,Хижа Алпинист,Басарабово, Русе,43.76375,25.95249
2296,Galeria Orășenească de Arte,Town's Art Gallery,Ruse, Ruse,Градска художествена галерия,Русе, Русе,43.84336,25.95253
2297,Asociația Maeștrilor în Meșteșuguri Artizanale,Masters Association in Folk Crafts,Ruse, Ruse,Задруга на майсторите на народни художествени занаяти,Русе, Русе,43.838615,25.950937
2300,Arena Bulstard,Arena Bulstard,Ruse, Ruse,Булстрад Арена Русе,Русе, Русе,43.846684,25.94384
2301,Casa Canetti,Canetti House,Ruse, Ruse,Дом Канети,Русе, Русе,43.84667,25.947779
2310,Centrul Cultural BH,BH Cultural Center,Ruse, Ruse,Културен център BH,Русе, Русе,43.846127,25.94675
2311,Insula Doychov,Island Doychov,Batin, Ruse,Дойчов остров,Батин, Русе,43.682255,25.654568
2312,Muzeul de Ecologie cu Acvariu,Ecology Museum with Aquarium,Ruse, Ruse,Екомузей с аквариум ,Русе, Русе,43.844715,25.943062
2313,Parcul Pădurea Belenă,Forest Park Belene,Byala, Ruse,Парк Беленска гора,Быала, Русе,43.402477,25.753752
2314,Pădurea Urbană Lipnik,Urban Forest Lipnik,Nikolovo, Ruse,Лесопарк Липник,Николово, Русе,43.844505,26.074831
2319,Casa de oaspeți,Guesthouse,Dve Mogili, Ruse,Къща за гости Еделвайс,Две Могили, Русе,43.6,25.881945
2330,MOL Ruse,MOL Ruse,Ruse, Ruse,МОЛ Русе,Русе, Русе,43.85259,25.988678
2337,Monumentul Libertății,Freedom Monument,Ruse, Ruse,Паметник на свободата,Русе, Русе,43.84873,25.951141
2349,Monument al Naturii Dekilitash,Natural Monument Dekilitash,Mehka, Ruse,Природна забележителност Декилиташ,Мехка, Русе,43.717224,25.79595
2350,Zona Protejată Ribarnitsite (Iazurile),Ribarnitsite Protected Area (Ponds),Vetovo, Ruse,Защитена местност Рибарниците,Ветово, Русе,43.666428,26.24004
2352,Peștera Orlova Chuka,Orlova Chuka Cave,Dve Mogili, Ruse,Пещера Орлова чука,Две Могили, Русе,43.589912,25.955902
2354,Parcul Tineretului,Youth Park,Ruse, Ruse,Парк на младежта,Русе, Русе,43.859722,25.971111
2355,Societatea Turistică Prista,Tourist Society Prista,Ruse, Ruse,Туристическо дружество Приста,Русе, Русе,43.847702,25.944221
2357,Zona Protejată Kalimok,Protected Area Kalimok,Brashlen, Ruse,Защитена местност Калимок,Брашлен, Русе,44.024895,26.428997
2358,Teatrul de Păpuși,Puppet Theatre,Ruse, Ruse,Куклен театър,Русе, Русе,43.844913,25.944256
2361,Restaurantul Pescăresc Ribarska Sreshta,Fish Restaurant Ribarska Sreshta,Ryahovo, Ruse,Рибен ресторант Рибарска среща,Рыахово, Русе,43.99516,26.244978
2362,Restaurant Asansyora,Restaurant Asansyora,Ruse, Ruse,Ресторант Асансьора,Русе, Русе,43.84822,25.94992
2366,Podul de Frânghie,Rope Bridge,Belyanovo, Ruse,Въжен мост,Белыаново, Русе,43.61226,25.609192
2367,Opera din Ruse,Opera in Ruse,Ruse, Ruse,Русенска опера,Русе, Русе,43.85787,25.942902
2371,Biblioteca Austriacă,Austrian Library,Ruse, Ruse,Австрийска библиотека,Русе, Русе,43.84802,25.950796
2374,Berăria Huligans,Brewery Hooligans,Ruse, Ruse,Бирария Хулиганс,Русе, Русе,43.850105,25.951889
2375,Vasul Rusciuc,The Vessel Rusciuc,Ruse, Ruse,Корабче Русчук,Русе, Русе,43.85591,25.950274
2376,Parcul Natural Rusenski Lom,Rusenski Lom Nature Park,Ivanovo, Ruse,Природен парк Русенски лом,Иваново, Русе,43.655273,26.050158
2381,Stalpishte,Stalpishte,Mechka, Ruse,Стълпище,Мечка, Русе,43.71737,25.79753
2382,Restaurantul Terasa,Terrace Restaurant,Ruse, Ruse,Ресторант Тераса,Русе, Русе,43.850433,25.946657
2383,Restaurantul Plutitor Pontona,Pontona Floating Restaurant,Ruse, Ruse,Плаващ ресторант Понтона,Русе, Русе,43.855022,25.951971
2387,Centrul de Informare Turistică,Tourist Information Center,Ruse, Ruse,Туристически информационен център,Русе, Русе,43.849995,25.952099
2389,Centrul de Vizitatori Lomovete,Visitors Center Lomovete,Nisovo, Ruse,Посетителски център Ломовете,Нисово, Русе,43.647312,26.056875
2392,Complexul Vinicol Șapte Generații,Wine Complex Seven Generations,Mechka, Ruse,Винарски комплекс Седем Поколения,Мечка, Русе,43.710567,25.806496
2393,Crama de Vinuri Nisovo,Wine Cellar Nisovo,Nisovo, Ruse,Винарска изба Нисово,Нисово, Русе,43.651234,26.066883
2398,Stejarul Secular,Secular Oak,Silistra, Silistra,Вековен дъб,Силистра, Силистра,44.11964,27.258307
2430,Zona Protejată Insulele din Pozharevo,Pozharevo Islands Protected Area,Tutrakan, Silistra,ЗМ Пожаревски острови – край с. Пожарево,Тутракан, Силистра,44.07461,26.7185
2432,Traseu Turistic Pietonal Tutrakan - Malak Preslavets,Pedestrian Tourist Route Tutrakan - Malak Preslavets,Tutrakan, Silistra,Пешеходен туристически маршрут Тутракан – Малък Преславец,Тутракан, Силистра,44.051235,26.611664
2434,Domenii Importante pentru Păsări Peretele,Important Birds Areas The Wall,Tutrakan, Silistra,ОВМ Стената край Тутракан,Тутракан, Силистра,44.022636,26.561573
2435,Zona Protejată Boblata,Protected Area Boblata,Tutrakan, Silistra,Защитена зона Боблата край Тутракан,Тутракан, Силистра,44.035934,26.605488
2436,Zona de Agrement Oțelul,Recreation Area Steel,Tutrakan, Silistra,Зона за отдих Стомната край Тутракан,Тутракан, Силистра,44.035934,26.614489
2437,Localitatea Hanul din Antimovo Dalboka,Settlement Inn of Antimovo Dalboka,Tutrakan, Silistra,Местност Антимовското ханчехан Дълбока,Тутракан, Силистра,44.043934,26.61649
2438,Barajul Antimovo,Dam Antimovo,Tutrakan, Silistra,Язовир Антимово,Тутракан, Силистра,44.039932,26.618488
2440,Parcul Dunărean Tutrakan,Tutrakan Danube Park,Tutrakan, Silistra,Крайдунавски парк Тутракан,Тутракан, Силистра,44.051163,26.604017
2441,Festivalul de Caise din Tutrakan,Apricot Festival in Tutrakan,Tutrakan, Silistra,Фестивал на кайсията в Туракан,Тутракан, Силистра,44.043163,26.614017
2442,Festivalul Dunărea de Foc din Tutrakan,Danube Festival of Fire in Tutrakan,Tutrakan, Silistra,Фестивал Огненият Дунав в  Туракан,Тутракан, Силистра,44.049164,26.606018
2443,July Morning pe Dunăre,July Morning on the Danube,Tutrakan, Silistra,Джулай морнинг на Дунава,Тутракан, Силистра,44.049667,26.606417
2444,Piața de Pește din Tutrakan,Fish Market in Tutrakan,Tutrakan, Silistra,Рибни борси в Тутракан,Тутракан, Силистра,44.04667,26.605417
2445,Sal Dunărea Sălbatică,Wild Danube Sal,Tutrakan, Silistra,Сал Дивият Дунав,Тутракан, Силистра,44.050667,26.613417
2446,Insula Radetzki,Island Radetzki,Tutrakan, Silistra,Остров Радецки край Тутракан,Тутракан, Силистра,44.04067,26.598417
2447,Marș pe Apă de Ziua Apei pe Dunăre,Water March on Water Day on the Danube,Tutrakan, Silistra,Воден поход за Деня на река Дунав,Тутракан, Силистра,44.042934,26.608488
2449,OFF ROAD,OFF ROAD,Nova Cherna, Silistra,OFF ROAD,Нова Цхерна, Силистра,43.997894,26.458923
2450,Paralel Nova Cherna,Parallel Nova Cherna,Nova Cherna, Silistra,Паралел Нова Черна,Нова Цхерна, Силистра,44.003895,26.464924
2452,Festivalul Național de Jocuri Mascarade,National Festival of Masquerade Games,Varnentsi, Silistra,Национален събор на маскарадните игри Добруджански кукери с. Варненци,Варнентси, Силистра,43.998,26.472418
2454,Stejarii Seculari din Chernogor,Ancient Oak in Chernogor,Chernogor, Silistra,Вековните дъбове на Черногор,Цхерногор, Силистра,43.94064,26.782917
2455,Hotel cu Restaurant de Pește Barca,Hotel with Fish Restaurant Boat,Tutrakan, Silistra,Хотел с рибен ресторант Лодката,Тутракан, Силистра,44.05303,26.616678
2456,Zona Protejată Depozit Boturce de Primăvară,Protected Area Spring Boturce Storage,Brenitsa, Silistra,Защитена местност Находище на пролетно ботурче – Бреница,Бренитса, Силистра,43.880386,26.626339
2459,Economie de Stat de Vânătoare Karakuz,State Hunting Economy Karakuz,Dulovo, Silistra,Държавно ловно стопанство Каракуз,Дулово, Силистра,43.882915,27.23589
2006,Gradina Botanica,Botanical Garden,Balchik, Dobritch,Ботаническата градина,Балчик, Добритч,43.405624,28.139587
2012,Rezervatia Baltata langa Albena,Reserve Balata near Albena,Albena, Dobritch,Резерват Балтата край Албена,Албена, Добритч,43.35834,28.047918
2017,Lacul Shabla,Lake Shabla,Shabla, Dobritch,Шабленско езеро,Схабла, Добритч,43.57584,28.492302
2020,Galeria de Arta,Art Gallery,Dobrich, Dobritch,Художествена галерия,Добрич, Добритч,43.56807,27.824377
2022,Parcul Zoologic,Zoological Park,Dobrich, Dobritch,Зоопарк,Добрич, Добритч,43.55971,27.841986
2027,Tirul și Baza de Călărie,Base Shooting and Horse Riding,Dobrich, Dobritch,Стрелбище и конна база,Добрич, Добритч,43.57693,27.811134
2037,Complexul Etnografic Chiflika Chukurovo,Ethnographic Complex Chiflika Chukurovo,Prilep, Dobritch,Етнографски комплекс Чифлика Чукурово,Прилеп, Добритч,43.40098,27.842117
2041,Aleea Muzicii Rock,Rock Music Alley,Kavarna, Dobritch,Алеята на рока,Каварна, Добритч,43.435974,28.340084
2044,Galeria de Arta,Art Gallery,Kavarna, Dobritch,Художествена галерия – Каварна,Каварна, Добритч,43.442303,28.339823
2045,Centrul Verde Educational,Green Educational Center,Shabla, Dobritch,Зелен образователен център,Схабла, Добритч,43.538643,28.530901
2049,Satul Tiulenovo,Village Tiulenovo,Tiulenovo, Dobritch,Село Тюленово,Тиуленово, Добритч,43.494118,28.509722
2056,Pista Carting,Karting Track,Dobrich, Dobritch,Картинг писта,Добрич, Добритч,43.571896,27.794065
2058,Aquamania (Aquaparc),Aquamania (Aquaparc),Albena, Dobritch,Аквамания (аквапарк),Албена, Добритч,43.36453,28.068329
2059,Baza de Calarie Albena,Horse Riding Base Albena,Albena, Dobritch,Конна база Албена,Албена, Добритч,43.365524,28.062696
2062,Plaja Baltata,Baltata Beach,Albena, Dobritch,Плаж Балтата,Албена, Добритч,43.35775,28.078028
