1417,﻿Cula Cuțui,Broșteni, Mehedinţi,Stronghold Cutui,Broșteni, Mehedinţi
1387,Biserica Sfantul Nicolae,Dăbuleni, Dolj,St. Nicholas Church,Dăbuleni, Dolj
1388,Biserica Sfântul Gheorghe,Dăbuleni, Dolj,St. George Church,Dăbuleni, Dolj
1390,Biserica Sfântul Dumitru,Filiași, Dolj,St. Demetrius Church,Filiași, Dolj
1392,Biserica Sfântul Nicolae,Filiași, Dolj,St. Nicholas Church,Filiași, Dolj
1394,Biserica Sfântul Dimitrie,Leu, Dolj,St. Demetrius Church,Leu, Dolj
1395,Mănăstirea Maglavit,Maglavit, Dolj,Maglavit Monastery,Maglavit, Dolj
1397,Biserica Sfântul Nicolae,Maglavit, Dolj,St. Nicholas Church,Maglavit, Dolj
1401,Biserica Constantin și Elena,Moțăței, Dolj,Constantine and Helen Church,Moțăței, Dolj
1402,Biserica Sfântul Nicolae,Moțăței, Dolj,St. Nicholas Church,Moțăței, Dolj
1404,Biserica Sfântul Nicolae,Perișor, Dolj,St. Nicholas Church,Perișor, Dolj
1406,Biserica Adormirea Maicii Domnului,Radovan, Dolj,Assumption Church,Radovan, Dolj
1407,Mănăstirea Sadova,Craiova, Dolj,Sadova Monastery,Craiova, Dolj
1409,Biserica Adormirea Maicii Domnului,Segarcea, Dolj,Assumption Church,Segarcea, Dolj
1411,Mănăstirea Segarcea,Segarcea, Dolj,Segarcea Monastery,Segarcea, Dolj
1568,Biserica Sfânta Parascheva,Spineni, Alunișu, Olt,Church of St. Paraskeva,Spineni, Alunișu, Olt
1569,Biserica Sfinții Voievozi,Babiciu, Olt,Church of Holy Voivodes,Babiciu, Olt
1571,Biserica de lemn Sfântul Nicolae,Baldovinești, Olt,Saint Nicholas Wooden Church,Baldovinești, Olt
1573,Biserica Constantin și Elena,Balș, Olt,Constantine and Helen Church,Balș, Olt
1574,Biserica Sfântul Dumitru,Balș, Olt,Saint Demetrius Church,Balș, Olt
1575,Biserica Sfânta Parascheva,Balș, Olt,Church of St. Paraskeva,Balș, Olt
1576,Biserica Adormirea Maicii Domnului,Bărăștii de Cepturi, Olt,Assumption Church,Bărăștii de Cepturi, Olt
1577,Biserica Adormirea Maicii Domnului,Brebeni, Olt,Assumption Church,Brebeni, Olt
1578,Biserica Sfântul Nicolae,Brezuica, Olt,St. Nicholas Church,Brezuica, Olt
1579,Biserica Sfânta Parascheva,Câmpu Mare, Olt,Church of St. Paraskeva,Câmpu Mare, Olt
1580,Biserica Adormirea Maicii Domnului,Caracal, Olt,Assumption Church,Caracal, Olt
1581,Biserica Sfânta Treime,Caracal, Olt,Holy Trinity Church,Caracal, Olt
1582,Biserica Sfântul Ioan Botezătorul,Caracal, Olt,Church of St. John the Baptist,Caracal, Olt
1583,Biserica Sfântul Vasile,Caracal, Olt,Church of St. Basil,Caracal, Olt
1584,Biserica Toți Sfinții,Caracal, Olt,All Saints Church,Caracal, Olt
1601,Biserica Sfântul Dumitru,Cezieni, Olt,St. Demetrius Church,Cezieni, Olt
1602,Biserica Adormirea Maicii Domnului,Chilia, Olt,Assumption Church,Chilia, Olt
1604,Biserica Sfântul Nicolae,Cilieni, Olt,Saint Nicholas Church,Cilieni, Olt
1605,Biserica Adormirea Maicii Domnului,Colibași, Olt,Assumption Church,Colibași, Olt
1606,Biserica Sfântul Nicolae,Comanca, Olt,Saint Nicholas Church,Comanca, Olt
1609,Biserica Sfânta Treime,Corabia, Olt,Holy Trinity Church,Corabia, Olt
1612,Biserica Sfântul Spiridon,Corabia, Olt,Church of Saint Spiridon,Corabia, Olt
1614,Biserica Adormirea Maicii Domnului,Corbeni, Olt,Assumption Church,Corbeni, Olt
1615,Biserica Întâmpinarea Domnului,Curtișoara, Olt,Candlemas Church,Curtișoara, Olt
1617,Biserica Adormirea Maicii Domnului,Drăgănești-Olt, Olt,Assumption Church,Drăgănești-Olt, Olt
1618,Biserica Sfântul Nicolae,Făgețelu, Olt,St. Nicholas Church,Făgețelu, Olt
1619,Biserica Adormirea Maicii Domnului,Filie, Olt,Assumption Church,Filie, Olt
1620,Biserica Adormirea Maicii Domnului,Sprâncenata, Frunzaru, Olt,Assumption Church,Sprâncenata, Frunzaru, Olt
1622,Biserica Sfântul Nicolae,Giuvărăști, Olt,Saint Nicholas Church,Giuvărăști, Olt
1623,Biserica Sfântul Nicolae,Gostăvățu, Olt,St. Nicholas Church,Gostăvățu, Olt
1625,Biserica Sfinții Voievozi,Hotărani, Olt,Church Saint Voivodes,Hotărani, Olt
1626,Biserica Sfânta Parascheva,Iancu Jianu, Olt,Church of St. Paraskeva,Iancu Jianu, Olt
1627,Biserica Sfânta Treime,Izoarele, Olt,Holy Trinity Church,Izoarele, Olt
1628,Biserica Sfânta Parascheva,Izvoru, Olt,Church of St. Paraskeva,Izvoru, Olt
1630,Biserica Adormirea Maicii Domnului,Liiceni, Olt,Assumption Church,Liiceni, Olt
1632,Biserica Sfinții Apostoli,Strejești, Mamura, Olt,Holy Apostles Church,Strejești, Mamura, Olt
1633,Biserica de lemn Cuvioasa Paraschiva,Tătulești, Momaiu, Olt,Wooden Church of Pious Parascheva,Tătulești, Momaiu, Olt
1634,Biserica Sfântul Nicolae,Oboga, Olt,Saint Nicholas Church,Oboga, Olt
1635,Mănăstirea Căluiu,Oboga, Olt,Caluiu Monastery,Oboga, Olt
1636,Biserica Sfânta Parascheva,Spineni, Optășani, Olt,Church of St. Parascheva,Spineni, Optășani, Olt
1637,Cimitirul Vesel,Pietriș, Olt,Happy Cemetery,Pietriș, Olt
1638,Biserica Sfinții Voievozi,Pleșoiu, Olt,Church Holy Kings,Pleșoiu, Olt
1640,Biserica de lemn Sfântul Ioan Botezătorul,Vulpeni, Prisaca, Olt,Wooden Church of St. John the Baptist,Vulpeni, Prisaca, Olt
1641,Biserica Sfântul Nicolae,Profa, Olt,St. Nicholas Church,Profa, Olt
1644,Biserica Sfântul Nicolae,Reșca, Olt,Saint Nicholas Church,Reșca, Olt
1646,Biserica de lemn Sfântul Ioan Botezătorul,Rusănești, Jieni, Olt,Wooden Church of St. John the Baptist,Rusănești, Jieni, Olt
1647,Biserica Sfinții Martiri Brâncoveni,Rusănești, Olt,Holy Brâncoveni Martyrs Church,Rusănești, Olt
1648,Biserica Adormirea Maicii Domnului,Sâmburești, Olt,Assumption Church,Sâmburești, Olt
1649,Biserica Sfântul Dumitru,Sâmburești, Stănuleasa, Olt,Saint Demetrius Church,Sâmburești, Stănuleasa, Olt
1650,Biserica Adormirea Maicii Domnului,Scărișoara, Olt,Assumption Church,Scărișoara, Olt
1651,Biserica Baptistă,Scornicești, Olt,Baptist Church,Scornicești, Olt
1653,Biserica Adormirea Maicii Domnului,Scornicești, Olt,Assumption Church,Scornicești, Olt
1654,Biserica Adormirea Maicii Domnului,Slatina, Olt,Assumption Church,Slatina, Olt
1655,Biserica Nașterea Maicii Domnului,Slatina, Olt,Virgin Birth Church,Slatina, Olt
1656,Biserica Adventistă,Slatina, Olt,Adventist Church,Slatina, Olt
1657,Biserica Sfânta Treime,Slatina, Olt,Holy Trinity Church,Slatina, Olt
1658,Biserica Sfântul Ioan Botezătorul,Slatina, Olt,Church of St. John the Baptist,Slatina, Olt
1659,Biserica Sfinții Constantin și Elena,Slatina, Olt,Church of Saints Constantine and Helena,Slatina, Olt
1660,Biserica Sfinții Voievozi,Slatina, Olt,Church Saint Voivodes,Slatina, Olt
1661,Biserica Sfântul Nicolae Coastă,Slatina, Olt,Saint Nicholas Church Coast,Slatina, Olt
1667,Catedrala Slatina,Slatina, Olt,Slatina Cathedral,Slatina, Olt
1671,Mănăstirea Clocociov,Slatina, Olt,Clocociov Monastery,Slatina, Olt
1679,Schitul Strehăreț,Slatina, Olt,Strehăreț Hermitage,Slatina, Olt
1685,Biserica Nașterea Maicii Domnului,Sprâncenata, Sprâncenata, Olt,Nativity of the Theotokos Church,Sprâncenata, Sprâncenata, Olt
1686,Biserica Adormirea Maicii Domnului,Ștefănești, Olt,Assumption Church,Ștefănești, Olt
1687,Biserica de Lemn,Ștefănești, Olt,Wooden Church,Ștefănești, Olt
1688,Ansamblul Bisericii Sfinților Voievozi,Ștefănești, Olt,Saint Voivodes Church Ensemble,Ștefănești, Olt
1689,Biserica Sfânta Parascheva,Tătulești, Olt,Church of St. Paraskeva,Tătulești, Olt
1690,Biserica Sfântul Gheorghe de Jos,Tătulești, Olt,Lower Saint George Church,Tătulești, Olt
1691,Biserica Sfântul Nicolae,Tia Mare, Potlogeni, Olt,Saint Nicholas Church,Tia Mare, Potlogeni, Olt
1692,Biserica Sfântul Grigore Decapolitul,Grojdibodu, Olt,Church of St. Gregory Decapolite,Grojdibodu, Olt
1693,Biserica Sfântul Ioan Botezătorul,Redea, Olt,Saint John the Baptist Church,Redea, Olt
1694,Biserica Sfinții Voievozi,Cioroiu, Olt,Church Saint Voivodes,Cioroiu, Olt
1695,Biserica Sfântul Gheorghe,Osica de Sus, Olt,St. George Church,Osica de Sus, Olt
1696,Biserica Sfântul Nicolae,Fălcoiu, Olt,Saint Nicholas Church,Fălcoiu, Olt
1699,Biserica Sfântul Nicolae,Piatra Olt, Olt,St. Nicholas Church,Piatra Olt, Olt
1702,Mănăstirea Brâncoveni,Brâncoveni, Olt,Brâncoveni Monastery,Brâncoveni, Olt
1703,Mănăstirea Seaca-Mușetești,Seaca, Olt,Seaca-Mușetești Monastery,Seaca, Olt
1704,Biserica Sfânta Treime,Cârlogani, Cepari, Olt,Holy Trinity Church,Cârlogani, Cepari, Olt
1705,Biserica Sfântul Nicolae,Colonesti, Maldăr, Olt,Saint Nicholas Church,Colonesti, Maldăr, Olt
1706,Biserica Sfântul Ioan Botezătorul,Ciurești, Olt,Church of St. John the Baptist,Ciurești, Olt
1707,Biserica Sfântul Nicolae,Cungrea, Olt,Saint Nicholas Church,Cungrea, Olt
1708,Biserica de lemn Cuvioasa Paraschiva,Ibănești, Olt,Wooden Church of Pious Parascheva,Ibănești, Olt
1709,Biserica Sfântul Gheorghe,Grădinari, Runcu Mare, Olt,St. George Church,Grădinari, Runcu Mare, Olt
1710,Biserica Adormirea Maicii Domnului,Leleasca, Afumați, Olt,Assumption Church,Leleasca, Afumați, Olt
1711,Biserica Adormirea Maicii Domnului,Leleasca, Urși, Olt,Assumption Church,Leleasca, Urși, Olt
1712,Biserica Sfântul Dumitru,Milcov Deal, Olt,Saint Demetrius Church,Milcov Deal, Olt
1713,Biserica Sfinții Voievozi,Ulmi, Olt,Church Saint Voivodes,Ulmi, Olt
1714,Biserica Cuvioasa Paraschiva,Morunglav, Poiana Mare, Olt,Pious Parascheva Church,Morunglav, Poiana Mare, Olt
1715,Biserica Sfântul Nicolae,Orlea, Olt,Saint Nicholas Church,Orlea, Olt
1716,Biserica de lemn Adormirea Maicii Domnului,Perieți, Magura, Olt,Wooden Church of Assumption,Perieți, Magura, Olt
1717,Biserica de lemn Sfântul Nicolae,Perieți, Perieții de Jos, Olt,Wooden Church of St. Nicholas,Perieți, Perieții de Jos, Olt
1718,Fostul schit Deleni,Teslui, Deleni, Olt,Former Hermitage Deleni,Teslui, Deleni, Olt
1719,Biserica de lemn Cuvioasa Paraschiva,Topana, Gojgărei, Olt,Wooden Church of Pious Parascheva,Topana, Gojgărei, Olt
1720,Biserica Sfântul Gheorghe,Tufeni, Olt,St. George Church,Tufeni, Olt
1519,Catedrala Episcopală Sfântul Alexandru,Alexandria, Teleorman,Episcopal Cathedral of St. Alexander,Alexandria, Teleorman
1520,Biserica Adormirea Maicii Domnului,Alexandria, Teleorman,Assumption Church,Alexandria, Teleorman
1521,Biserica Sfinții Apostoli Petru și Pavel,Alexandria, Teleorman,Saints Peter and Paul Church,Alexandria, Teleorman
1526,Biserica Adormirea Maicii Domnului,Balaci, Teleorman,Assumption Church,Balaci, Teleorman
1527,Mãnãstirea Sfântul Pantelimon,Balaci, Teleorman,Monastery of St. Panteleimon,Balaci, Teleorman
1528,Ruinele Mănăstirii Baldovinești,Baldovinești, Teleorman,Baldovineşti Monastery Ruins,Baldovinești, Teleorman
1529,Biserica de lemn Sf. Cuvioasa Paraschiva,Bujoreni, Teleorman,Wooden Church St. Pious Parascheva,Bujoreni, Teleorman
1530,Biserica Sfântul Dumitru,Coșoteni, Teleorman,St. Demetrius Church,Coșoteni, Teleorman
1532,Biserica de Lemn Sfânta Parascheva,Drăcești, Teleorman,Wooden Church St. Paraskeva,Drăcești, Teleorman
1539,Biserica de Lemn de la Merișani,Merișani, Teleorman,Wooden Church of Merişani,Merișani, Teleorman
1550,Biserica de Lemn Sericu,Sericu, Teleorman,Wooden Church Sericu,Sericu, Teleorman
1552,Mănăstirea Sfântul Fanurie,Siliștea Gumești, Teleorman,Monastery of St. Fanurie,Siliștea Gumești, Teleorman
1555,Mănăstirea Sfânta Ecaterina,Tătărăștii de Sus, Teleorman,Saint Catherine's Monastery,Tătărăștii de Sus, Teleorman
1563,Biserica Sfântul Haralambie,Turnu Măgurele, Teleorman,Church of Saint Charalambos,Turnu Măgurele, Teleorman
1567,Biserica de Lemn Sfânta Parascheva,Videle, Teleorman,Wooden Church of St. Paraskeva,Videle, Teleorman
1003,Biserica Sfinții Voievozi,Călugăreni, Giurgiu,Church Holy Kings,Călugăreni, Giurgiu
1005,Biserica Sf Petru si Pavel,Cetatea, Giurgiu,Church of St. Peter and Paul,Cetatea, Giurgiu
1007,Mănăstirea Delta Neajlovului,Budeni, Giurgiu,Delta Neajlovului Monastery,Budeni, Giurgiu
1012,Mănăstirea Comana,Comana, Giurgiu,Comana Monastery,Comana, Giurgiu
1015,Biserica Adormirea Maicii Domnului,Budeni, Giurgiu,Assumption Church,Budeni, Giurgiu
1016,Mănăstirea Buna Vestire,Bolintin Vale, Giurgiu,Annunciation Monastery,Bolintin Vale, Giurgiu
1018,Biserica Sf. Ilie,Crucea de Piatră, Giurgiu,Church of St. Elijah,Crucea de Piatră, Giurgiu
1019,Biserica Sf Parascheva,Dărăşti, Giurgiu,Church of St. Paraskeva,Dărăşti, Giurgiu
1020,Biserica Adormirea Maicii Domnului,Dobreni, Giurgiu,Assumption Church,Dobreni, Giurgiu
1023,Biserica Sf Ecaterina,Frățești, Giurgiu,Church of St. Catherine,Frățești, Giurgiu
1024,Biserica Adormirea Maicii Domnului,Găujani, Giurgiu,Assumption Church,Găujani, Giurgiu
1025,Biserica Adventista,Găujani, Giurgiu,Adventist Church,Găujani, Giurgiu
1027,Manastirea Sf. Gheorghe,Giurgiu, Giurgiu,Monastery of St. George,Giurgiu, Giurgiu
1033,Catedrala Adormirea Maicii Domnului,Giurgiu, Giurgiu,Assumption Cathedral,Giurgiu, Giurgiu
1036,Biserica Înălțarea Domnului,Giurgiu, Giurgiu,Ascension Church,Giurgiu, Giurgiu
1041,Episcopia Giurgiu,Giurgiu, Giurgiu,Diocese of Giurgiu,Giurgiu, Giurgiu
1043,Biserica Romano-Catolică,Giurgiu, Giurgiu,Roman Catholic Church,Giurgiu, Giurgiu
1050,Schitul Barbu Belu,Goştinari, Giurgiu,The Barbu Belu Hermitage,Goştinari, Giurgiu
1051,Biserica Sf. Voievozi Mihail şi Gavriil,Herăsti, Giurgiu,Church of St. Voivodes Michael and Gabriel,Herăsti, Giurgiu
1053,Biserica Parohială Sf. Ierarh Nicolae,Hulubești, Călugăreni, Giurgiu,Parish Church of St. Hierarch Nicholas,Hulubești, Călugăreni, Giurgiu
1054,Biserica Ioan Botezatorul,Malu, Giurgiu,John the Baptist Church,Malu, Giurgiu
1057,Biserica Sf. Voievozi,Mihăilești, Giurgiu,Church St. Archangels,Mihăilești, Giurgiu
1058,Mănăstirea Sf. Nicolae,Mironesti, Goștinari, Giurgiu,Monastery of St. Nicholas,Mironesti, Goștinari, Giurgiu
1060,Biserica Obedeni,Obedeni, Giurgiu,Church Obedeni,Obedeni, Giurgiu
1061,Mănăstirea Sf. Ioan Rusu,Slobozia, Giurgiu,Monastery of St. Ioan Rusu,Slobozia, Giurgiu
1063,Biserica Sf Pantelimon,Vedea, Giurgiu,Church of St. Panteleimon,Vedea, Giurgiu
1237,Biserica Sfântul Nicolae,Andolina, Călăraşi,St. Nicholas Church,Andolina, Călăraşi
1238,Biserica Sf. Nicolae,Bogata, Călăraşi,Church of St. Nicholas,Bogata, Călăraşi
1239,Biserica Sfântul Ioan Botezătorul „Alexe”,Călăraşi, Călăraşi,Church of St. John the Baptist „Alexe”,Călăraşi, Călăraşi
1240,Biserica Sfinții Constantin și Elena,Călăraşi, Călăraşi,Church of Saints Constantine and Helena,Călăraşi, Călăraşi
1241,Biserica Mircea Vodă,Călărași, Călăraşi,Church Mircea Voda,Călărași, Călăraşi
1246,Catedrala Ortodoxă Sf. Nicolae,Călăraşi, Călăraşi,Orthodox Cathedral of St. Nicholas,Călăraşi, Călăraşi
1260,Biserica Sfântul Nicolae,Ciocăneşti - Mărgineni, Călăraşi,St. Nicholas Church,Ciocăneşti - Mărgineni, Călăraşi
1261,Biserica Sfântul Nicolae,Dor Marunt I, Călăraşi,St. Nicholas Church,Dor Marunt I, Călăraşi
1262,Biserica Sfântul Gheorghe,Dor Marunt II, Călăraşi,St. George Church,Dor Marunt II, Călăraşi
1265,Biserica Sfântul Dumitru,Mănăstirea, Călăraşi,St. Demetrius Church,Mănăstirea, Călăraşi
1267,Biserica Sf. Mihail si Gavril,Negoiești, Șoldanu, Călăraşi,Church of St. Michael and Gabriel,Negoiești, Șoldanu, Călăraşi
1268,Biserica Înălțarea Domnului - Eroilor,Oltenița, Călăraşi,Ascension Church - Heroes,Oltenița, Călăraşi
1269,Biserica Sf. Gheorghe,Olteniţa, Călăraşi,Church of St. George,Olteniţa, Călăraşi
1270,Biserica Sfântul Nicolae,Oltenița, Călăraşi,St. Nicholas Church,Oltenița, Călăraşi
1275,Biserica Sfântul Gheorghe,Șoldanu, Călăraşi,St. George Church,Șoldanu, Călăraşi
1276,Biserica Sfântul Nicolae,Spanțov, Călăraşi,St. Nicholas Church,Spanțov, Călăraşi
1277,Biserica Sfânta Parascheva,Stancea, Călăraşi,Church of St. Paraskeva,Stancea, Călăraşi
1278,Biserica Adormirea Maicii Domnului,Sultana, Călăraşi,Assumption Church,Sultana, Călăraşi
1279,Mănăstirea Tăriceni,Tăriceni, Frăsinet, Călăraşi,Tăriceni Monastery,Tăriceni, Frăsinet, Călăraşi
1281,Mănăstirea Buna Vestire,Valea Roșie, Călăraşi,Annunciation Monastery,Valea Roșie, Călăraşi
1284,Biserica Sfântul Andrei,Fundeni, Călăraşi,Saint Andrew Church,Fundeni, Călăraşi
1068,Mănăstirea Epictet și Astion Capidava,Capidava, Constanța,Epictet and Astion Monastery Capidava,Capidava, Constanța
1069,Biserica Romano-Catolică,Cernavodă, Constanța,Roman Catholic Church,Cernavodă, Constanța
1070,Biserica Sf. Împărați Constantin și Elena,Cernavodă, Constanța,Church of St. Emperors Constantine and Helen,Cernavodă, Constanța
1071,Geamie Cernavodă,Cernavodă, Constanța,Cernavoda Mosque,Cernavodă, Constanța
1075,Biserica Adormirea Maicii Domnului,Cogealac, Constanța,Assumption Church,Cogealac, Constanța
1076,Biserica Colelia,Colelia, Constanța,Church Colelia,Colelia, Constanța
1082,Biserica Adormirea Maicii Domnului,Constanța, Constanța,Assumption Church,Constanța, Constanța
1083,Biserica Apostolică Armeană,Constanța, Constanța,Armenian Apostolic Church,Constanța, Constanța
1084,Biserica Bulgară,Constanța, Constanța,Bulgarian Church,Constanța, Constanța
1085,Biserica Catolica Sf. Anton,Constanța, Constanța,Catholic Church St. Anton,Constanța, Constanța
1086,Biserica Greceasca Metamorphosis,Constanța, Constanța,Metamorphosis Greek Church,Constanța, Constanța
1087,Biserica Ortodoxa Sfantul Mucenic Mina,Constanța, Constanța,St. Martyr Mina Orthodox Church,Constanța, Constanța
1088,Biserica Sf. Gheorghe,Constanța, Constanța,Church of St. George,Constanța, Constanța
1089,Biserica Sf. Stefan,Constanța, Constanța,Church of St. Stefan,Constanța, Constanța
1117,Catedrala Sfinții Apostoli Petru și Pavel,Constanța, Constanța,Cathedral of Saints Apostles Peter and Paul,Constanța, Constanța
1131,Geamia Hunchiar,Constanța, Constanța,Hunchiar Mosque,Constanța, Constanța
1144,Moscheea Carol I,Constanța, Constanța,Carol I Mosque,Constanța, Constanța
1181,Schitul Sfânta Elena de la Mare,Costinești, Constanța,Saint Helena Hermitage by the Sea,Costinești, Constanța
1186,Geamie Eforie Sud,Eforie Sud, Constanța,Eforie Sud Mosque,Eforie Sud, Constanța
1189,Biserica Sf. Constantin și Elena,Hârșova, Constanța,Church of St. Constantine and Elena,Hârșova, Constanța
1191,Geamia Mahmud,Hârșova, Constanța,Mahmud Mosque,Hârșova, Constanța
1196,Geamia Esmahan Sultan,Mangalia, Constanța,Sultan Esmahan Mosque,Mangalia, Constanța
1205,Biserica Dionisie și Efrem Cel Nou,Târgușor, Constanța,Efrem and Dionysius The New Church,Târgușor, Constanța
1206,Mănăstirea Sf. Ioan Casian,Târguşor, Constanța,Monastery of St. John Cassian,Târguşor, Constanța
1216,Mănăstirea Basarabi,Murfatlar, Constanța,Basarabi Monastery,Murfatlar, Constanța
1218,Geamia Murfatlar,Murfatlar, Constanța,Mosque Murfatlar,Murfatlar, Constanța
1224,Geamia Abdul Medgid,Medgidia, Constanța,Abdul Medgid Mosque,Medgidia, Constanța
2661,Catedrala “Sf. Martir Dumitru”,Vidin, Vidin,“St. Martyr Demetrius” Cathedral,Vidin, Vidin
2662,Biserica Sf. Nicolae,Vidin, Vidin,St. Nicholas Church,Vidin, Vidin
2663,Mausoleul lui Antim I,Vidin, Vidin,Mausoleum of Antim I,Vidin, Vidin
2664,Sinagoga Evreiască,Vidin, Vidin,Hebrew Synagogue,Vidin, Vidin
2665,Mănăstirea Peșteră,Albotin, Vidin,Cave Monastery,Albotin, Vidin
2666,Mănăstirea Rakovishki,Vidin, Vidin,Monastery Rakovishki,Vidin, Vidin
2667,Biserica Sf. Petka,Vidin, Vidin,Church of St. Petka,Vidin, Vidin
2668,Biserica Sf Pantelimon,Vidin, Vidin,Church of St. Panteleimon,Vidin, Vidin
2669,Mănăstirea Izvorski,Vidin, Vidin,Monastery Izvorski,Vidin, Vidin
2670,Biserica Bashovishka,Oreshets, Vidin,Church Bashovishka,Oreshets, Vidin
2671,Biserica Sf. Ioan Botezătorul,Varbovo, Vidin,Church of St. John the Baptist,Varbovo, Vidin
2672,Biserica Sf. Paraskeva,Gorni Lom, Vidin,Church of St. Paraskeva,Gorni Lom, Vidin
2673,Biserica Sf. Gheorghe,Oreshets, Vidin,Church of St. George,Oreshets, Vidin
2674,Biserica Roșie Sf. Treime,Vidin, Vidin,Red Church St. Trinity,Vidin, Vidin
2675,Moscheea Hadzhi Hyusein,Belogradchik, Vidin,Hadzhi Hyusein Mosque,Belogradchik, Vidin
2156,Biserica Sf Nicolae Făcătorul de Minuni,Berkovitsa, Montana,Church St. Nicholas the Wonderworker,Berkovitsa, Montana
2157,Mănăstirea Sf Ivan Rilski,Chiprovtsi, Montana,St. Ivan Rilski Monastery,Chiprovtsi, Montana
2158,Mănăstirea Gushovski,Chiprovtsi, Montana,Gushovski Monastery,Chiprovtsi, Montana
2159,Mănăstirea Lopushanski,Chiprovtsi, Montana,Lopushanski Monastery,Chiprovtsi, Montana
2160,Mănăstirea Klisura Sf. Chiril și Metodie,Montana, Montana,Klisura Monastery of St. Cyril and Methodius,Montana, Montana
2161,Biserica Sf. Chiril și Metodie,Montana, Montana,Church of St. Cyril and Methodius,Montana, Montana
2162,Biserica Nașterea Fecioarei Sfinte,Berkovitsa, Montana,Birth of Holy Virgin Church,Berkovitsa, Montana
2163,Biserica ortodoxă Sf Gheorghe,Varshets, Montana,Orthodox church of St. George,Varshets, Montana
2164,Biserica Medievală Sf Patruzeci de Martiri,Lipen, Montana,St. Forty Martyrs Medieval Church,Lipen, Montana
2165,Biserica Medievală Sf Petka,Draganitsa, Montana,Medieval Church of St. Petka,Draganitsa, Montana
2166,Biserica Sf Nikolay,Montana, Montana,Church of St. Nikolay,Montana, Montana
2167,Biserica Medievală “Sf Vaznesenie” (Înălțarea Sfântă),Chiprovtsi, Montana,Medieval Church “St. Vaznesenie” (Holy Ascension),Chiprovtsi, Montana
2168,Mănăstirea 'Trinity',Rasovskiyat, Montana,Monastery 'Trinity',Rasovskiyat, Montana
2169,Mănăstirea Sf Arhanghel Mihail,Brusartsi, Montana,Monastery of St. Archangel Michael,Brusartsi, Montana
2170,Mănăstirea Dobridol “Sfânta Treime”,Lom, Montana,“Holy Trinity” Dobridol Monastery,Lom, Montana
2171,Biserica „Înălțare“,Berkovitsa, Montana,Church “Ascension”,Berkovitsa, Montana
2172,Nou Construita Biserică „Sfântul Duh“,Montana, Montana,The Newly Built Church “Holy Spirit”,Montana, Montana
2173,Biserica Catedrală Înălțare,Lom, Montana,Cathedral Church Ascension,Lom, Montana
2174,Biserica Medievală Sf Nicolae,Dolna Verenitsa, Montana,Medieval Church of St. Nicholas,Dolna Verenitsa, Montana
2175,Biserica Medievală Sf Nicolae,Gorna Verenitsa, Montana,Medieval Church of St. Nicholas,Gorna Verenitsa, Montana
2176,Biserica Sf Nicolae,Barzia, Montana,St. Nicholas Church,Barzia, Montana
2177,Biserica Catolică Sfânta Maria,Chiprovtsi, Montana,St. Mary Catholic Church,Chiprovtsi, Montana
2178,Biserica “Înălțarea”,Varshets, Montana,Church “Ascension”,Varshets, Montana
2179,Biserica “Sf Dumitru”,Varshets, Montana,Church “St Demetrius”,Varshets, Montana
2180,Templul Sf Înălțare,Varshets, Montana,Temple Holy Ascension,Varshets, Montana
2181,Biserica Arhanghel Mihai,Spanchevtsi, Montana,Archangel Michael Church,Spanchevtsi, Montana
2761,Mănăstirea Ivan Pusti,Vratsa, Vratsa,Ivan Pusti Monastery,Vratsa, Vratsa
2762,Templul Episcopului “Sf Nicolae”,Vratsa, Vratsa,Bishop Temple “Saint Nicholas”,Vratsa, Vratsa
2763,Mănăstirea Cherepish “AMD“,Vratsa, Vratsa,Cherepish Monastery “Assumption“,Vratsa, Vratsa
2764,Mănăstirea Tarjishki (Strupetski),Vratsa,Tarjishki (Strupetski) Monastery,Vratsa
2765,Mănăstirea Gradeshki “Sf. Ion Botezătorul”,Vratsa, Vratsa,Gradeshki monastery “St. John the Baptist”,Vratsa, Vratsa
2766,Biserica Sofronii Vrachanski,Vratsa, Vratsa,Church Sofronii Vrachanski,Vratsa, Vratsa
2767,“Biserica părăsită”,Kameno Pole, Vratsa,“The Deserted Church”,Kameno Pole, Vratsa
2768,Biserica “Sf Nicolae”,Sofronievo, Vratsa,“St. Nicholas” Church,Sofronievo, Vratsa
2769,Mănăstirea Tsarevets,Tsarevets, Vratsa,Tsarevets Monastery,Tsarevets, Vratsa
2770,Biserica “Sf Nicolae”,Tsarevets, Vratsa,“St. Nicholas” Church,Tsarevets, Vratsa
2771,Mănăstirea Matneshki,Beli Izvor, Vratsa,Monastery Matneshki,Beli Izvor, Vratsa
2772,Catedrala Templu “Sf Apostoli”,Vratsa, Vratsa,Cathedral Temple “St. Apostles”,Vratsa, Vratsa
2773,Mănăstirea Osenovlashki,Vratsa, Vratsa,Monastery Osenovlashki,Vratsa, Vratsa
2276,Biserica Sfinții Petru și Pavel,Nikopol, Pleven,Church of Saints Peter and Paul,Nikopol, Pleven
2277,Biserica “Sf Paraskeva”,Pleven, Pleven,Church “St. Paraskeva”,Pleven, Pleven
2278,Biserica Adormirea Maicii Domnului,Nikopol, Pleven,Assumption Church,Nikopol, Pleven
2279,Biserica Sf Nicolae,Pleven, Pleven,St. Nicholas Church,Pleven, Pleven
2280,Biserica Sf Gheorghe,Gigen, Pleven,St George Church,Gigen, Pleven
